component	package	version	namespace	command	capability	ui_status	limitation	custom_changes	scope	cli_source	ui_source
heat	python-heatclient	4.1.0	openstack.orchestration.v1	openstack software deployment metadata show	Просмотр: metadata развёртывания ПО	no	Нет специализированного UI действия/панели; общие шаблоны и API helper не заменяют эту функцию.	—	Основной	https://opendev.org/openstack/python-heatclient/src/tag/4.1.0/setup.cfg#L54	https://github.com/openstack/heat-dashboard/blob/13.0.0/heat_dashboard/content/stacks/tables.py#L1
heat	python-heatclient	4.1.0	openstack.orchestration.v1	openstack software deployment output show	Просмотр: выходы развёртывания ПО	no	Нет специализированного UI действия/панели; общие шаблоны и API helper не заменяют эту функцию.	—	Основной	https://opendev.org/openstack/python-heatclient/src/tag/4.1.0/setup.cfg#L55	https://github.com/openstack/heat-dashboard/blob/13.0.0/heat_dashboard/content/stacks/tables.py#L1
heat	python-heatclient	4.1.0	openstack.orchestration.v1	openstack software deployment show	Просмотр: развёртывание ПО	no	Нет специализированного UI действия/панели; общие шаблоны и API helper не заменяют эту функцию.	—	Основной	https://opendev.org/openstack/python-heatclient/src/tag/4.1.0/setup.cfg#L56	https://github.com/openstack/heat-dashboard/blob/13.0.0/heat_dashboard/content/stacks/tables.py#L1
heat	python-heatclient	4.1.0	openstack.orchestration.v1	openstack stack abandon	Снятие с управления с выдачей описания: стек Heat	no	Нет специализированного UI действия/панели; общие шаблоны и API helper не заменяют эту функцию.	—	Основной	https://opendev.org/openstack/python-heatclient/src/tag/4.1.0/setup.cfg#L57	https://github.com/openstack/heat-dashboard/blob/13.0.0/heat_dashboard/content/stacks/tables.py#L1
heat	python-heatclient	4.1.0	openstack.orchestration.v1	openstack stack adopt	Принятие существующих ресурсов под управление: стек Heat	no	Нет специализированного UI действия/панели; общие шаблоны и API helper не заменяют эту функцию.	—	Основной	https://opendev.org/openstack/python-heatclient/src/tag/4.1.0/setup.cfg#L59	https://github.com/openstack/heat-dashboard/blob/13.0.0/heat_dashboard/content/stacks/tables.py#L1
heat	python-heatclient	4.1.0	openstack.orchestration.v1	openstack stack cancel	Отмена: стек Heat	no	Нет специализированного UI действия/панели; общие шаблоны и API helper не заменяют эту функцию.	—	Основной	https://opendev.org/openstack/python-heatclient/src/tag/4.1.0/setup.cfg#L60	https://github.com/openstack/heat-dashboard/blob/13.0.0/heat_dashboard/content/stacks/tables.py#L1
heat	python-heatclient	4.1.0	openstack.orchestration.v1	openstack stack check	Проверка состояния: стек Heat	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	—	Основной	https://opendev.org/openstack/python-heatclient/src/tag/4.1.0/setup.cfg#L61	https://github.com/openstack/heat-dashboard/blob/13.0.0/heat_dashboard/content/stacks/tables.py#L1
heat	python-heatclient	4.1.0	openstack.orchestration.v1	openstack stack create	Создание: стек Heat	partial	Launch/Change Template есть; не представлены все CLI environment/parameter-file/tags/hooks/dry-run/nested preview режимы.	—	Основной	https://opendev.org/openstack/python-heatclient/src/tag/4.1.0/setup.cfg#L62	https://github.com/openstack/heat-dashboard/blob/13.0.0/heat_dashboard/content/stacks/tables.py#L1
heat	python-heatclient	4.1.0	openstack.orchestration.v1	openstack stack delete	Удаление: стек Heat	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	—	Основной	https://opendev.org/openstack/python-heatclient/src/tag/4.1.0/setup.cfg#L63	https://github.com/openstack/heat-dashboard/blob/13.0.0/heat_dashboard/content/stacks/tables.py#L1
heat	python-heatclient	4.1.0	openstack.orchestration.v1	openstack stack environment show	Просмотр: environment стека	no	Нет специализированного UI действия/панели; общие шаблоны и API helper не заменяют эту функцию.	—	Основной	https://opendev.org/openstack/python-heatclient/src/tag/4.1.0/setup.cfg#L66	https://github.com/openstack/heat-dashboard/blob/13.0.0/heat_dashboard/content/stacks/tables.py#L1
heat	python-heatclient	4.1.0	openstack.orchestration.v1	openstack stack event list	Список: события стека	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	—	Основной	https://opendev.org/openstack/python-heatclient/src/tag/4.1.0/setup.cfg#L64	https://github.com/openstack/heat-dashboard/blob/13.0.0/heat_dashboard/content/stacks/tables.py#L1
heat	python-heatclient	4.1.0	openstack.orchestration.v1	openstack stack event show	Просмотр: события стека	partial	Events table содержит status/reason/ссылки, но нет отдельного полного event-detail action.	—	Основной	https://opendev.org/openstack/python-heatclient/src/tag/4.1.0/setup.cfg#L65	https://github.com/openstack/heat-dashboard/blob/13.0.0/heat_dashboard/content/stacks/tables.py#L1
